Complaint ID,Product,Issue,Company,Company response,Timely response?,Consumer disputed?,Day received,Response time
1189129,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,1,9,1
1189130,Bank account or service,Problems caused by my funds being low,"Monarch Recovery Holdings, Inc.",Closed with explanation,1,1,9,5
1189133,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,9,1
1189134,Credit reporting,Credit reporting company's investigation,Equifax,Closed with non-monetary relief,1,1,10,4
1189136,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,9,1
1189137,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,1,9,1
1189138,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,9,1
1189139,Mortgage,"Loan servicing, payments, escrow account",Bank of America,Closed with explanation,1,1,9,1
1189140,Mortgage,"Loan servicing, payments, escrow account",Bank of America,Closed with explanation,1,0,9,5
1189141,Debt collection,Cont'd attempts collect debt not owed,Bank of America,Closed with non-monetary relief,1,0,10,10
1189143,Debt collection,Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",Closed with explanation,1,1,9,1
1189146,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,10,0
1189147,Consumer loan,Lender repossessed or sold the vehicle,"Westlake Services, LLC",Closed with explanation,1,0,9,5
1189149,Debt collection,Cont'd attempts collect debt not owed,RMP Group Inc.,Closed with explanation,1,0,10,5
1189150,Mortgage,"Loan modification,collection,foreclosure","Caliber Home Loans, Inc",Closed with explanation,1,0,9,1
1189153,Bank account or service,"Making/receiving payments, sending money",Rabobank,Closed with explanation,1,1,9,0
1189157,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,0,9,1
1189159,Mortgage,Credit decision / Underwriting,Investors Bank,Closed with explanation,1,0,9,5
1189160,Credit card,Payoff process,Amex,Closed with non-monetary relief,1,0,9,3
1189161,Bank account or service,Using a debit or ATM card,Bank of America,Closed with explanation,1,0,9,5
1189163,Debt collection,Communication tactics,Allied Interstate LLC,Closed with non-monetary relief,1,0,9,1
1189165,Bank account or service,Deposits and withdrawals,Wells Fargo,Closed with explanation,1,0,9,3
1189169,Debt collection,Improper contact or sharing of info,"Premium Asset Services, LLC",Closed with explanation,1,1,9,5
1189177,Mortgage,"Application, originator, mortgage broker",Nationstar Mortgage,Closed with explanation,1,0,9,1
1189182,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,0,9,1
1189183,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,9,1
1189197,Student loan,Can't repay my loan,Genesis Lending,Closed with explanation,1,0,9,1
1189198,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,Closed,1,0,9,5
1189200,Debt collection,Improper contact or sharing of info,"Premium Asset Services, LLC",Closed with explanation,1,0,9,6
1189202,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,9,41
1189206,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with monetary relief,1,0,9,1
1189209,Bank account or service,Deposits and withdrawals,Wells Fargo,Closed with monetary relief,1,0,9,6
1189215,Student loan,Dealing with my lender or servicer,Navient,Closed with monetary relief,1,0,9,5
1189219,Mortgage,"Loan modification,collection,foreclosure",U.S. Bancorp,Closed with explanation,1,0,9,1
1189220,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,9,1
1189222,Bank account or service,"Making/receiving payments, sending money",SunTrust Bank,Closed with monetary relief,1,0,9,1
1189223,Credit card,Billing disputes,JPMorgan Chase,Closed with explanation,1,1,9,1
1189227,Debt collection,False statements or representation,"DCS Enterprises, Inc.",Closed with explanation,1,1,9,1
1189228,Credit reporting,Incorrect information on credit report,TransUnion,Closed with non-monetary relief,1,0,9,1
1189230,Mortgage,"Loan modification,collection,foreclosure","Green Tree Servicing, LLC",Closed with explanation,1,1,9,1
1189234,Debt collection,Improper contact or sharing of info,"TSG Collections, LLC",Untimely response,0,0,9,45
1189236,Bank account or service,Deposits and withdrawals,TCF National Bank,Closed with explanation,1,1,9,5
1189237,Debt collection,Improper contact or sharing of info,GC Services Limited Partnership,Closed with explanation,1,0,9,1
1189240,Credit reporting,Credit reporting company's investigation,Experian,Closed with explanation,1,0,9,20
1189241,Debt collection,Communication tactics,"Cavalry Investments, LLC",Closed with non-monetary relief,1,0,10,0
1189242,Debt collection,Taking/threatening an illegal action,Resurgent Capital Services L.P.,Closed with explanation,1,0,10,0
1189243,Debt collection,Disclosure verification of debt,"GLA Collection Company, Inc.",Closed with explanation,1,0,10,11
1189244,Mortgage,"Loan modification,collection,foreclosure",Citibank,Closed with explanation,1,1,10,0
1189246,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,10,10
1189247,Money transfers,Money was not available when promised,PayPal,Closed with explanation,1,1,10,5
1189248,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,10,0
1189251,Debt collection,Communication tactics,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,0,10,0
1189254,Debt collection,Disclosure verification of debt,"CCS Financial Services, Inc.",Closed with explanation,1,1,10,4
1189256,Payday loan,Can't stop charges to bank account,"Triton Management Group, Inc",Closed with explanation,1,1,10,0
1189257,Credit card,Delinquent account,JPMorgan Chase,Closed with explanation,1,0,10,0
1189258,Bank account or service,Deposits and withdrawals,USAA Savings,Closed with explanation,1,0,10,0
1189261,Debt collection,Communication tactics,Navient,Closed with explanation,1,0,10,4
1189262,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,10,0
1189264,Mortgage,Settlement process and costs,Ocwen,Closed with explanation,1,0,10,0
1189265,Mortgage,"Loan servicing, payments, escrow account",EverBank,Closed with explanation,1,0,10,0
1189266,Credit card,Billing statement,JPMorgan Chase,Closed with explanation,1,0,10,0
1189267,Credit reporting,Credit reporting company's investigation,"The CMI Group, Inc.",Closed with non-monetary relief,1,0,10,4
1189269,Payday loan,Charged fees or interest I didn't expect,Speedy Cash Holdings,Closed with explanation,1,1,10,0
1189270,Bank account or service,Deposits and withdrawals,Bank of America,Closed with monetary relief,1,0,10,0
1189271,Debt collection,Communication tactics,Sterling Jewelers Inc.,Closed with explanation,1,0,10,0
1189273,Debt collection,Disclosure verification of debt,"Malcolm S. Gerald and Associates, Inc.",Closed with explanation,1,1,10,6
1189275,Debt collection,Cont'd attempts collect debt not owed,"EOS Holdings, Inc.",Closed with explanation,1,0,10,0
1189277,Debt collection,Communication tactics,KeyBank NA,Closed with explanation,1,0,10,0
1189278,Debt collection,Cont'd attempts collect debt not owed,Ad Astra Recovery Services Inc,Closed with explanation,1,1,10,0
1189279,Credit reporting,Incorrect information on credit report,TransUnion,Closed with non-monetary relief,1,0,10,0
1189281,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,10,0
1189283,Credit reporting,Incorrect information on credit report,Barclays,Closed with monetary relief,1,1,10,3
1189285,Debt collection,Communication tactics,Nationstar Mortgage,Closed with explanation,1,0,10,3
1189286,Credit reporting,Improper use of my credit report,Equifax,Closed with non-monetary relief,1,0,10,0
1189287,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,10,0
1189288,Credit card,Other,Amex,Closed with explanation,1,0,10,3
1189290,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,10,0
1189291,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with explanation,1,1,10,4
1189293,Credit card,APR or interest rate,Capital One,Closed with explanation,1,0,10,0
1189294,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,1,10,4
1189295,Credit card,Other,Capital One,Closed with monetary relief,1,0,10,0
1189296,Credit card,Billing disputes,Citibank,Closed with monetary relief,1,0,10,0
1189297,Student loan,Dealing with my lender or servicer,JPMorgan Chase,Closed with explanation,1,0,10,0
1189298,Mortgage,"Application, originator, mortgage broker",Quicken Loans,Closed with explanation,1,1,10,0
1189299,Mortgage,"Loan servicing, payments, escrow account","Bayview Loan Servicing, LLC",Closed with explanation,1,0,10,2
1189303,Debt collection,Cont'd attempts collect debt not owed,U.S. Bancorp,Closed with explanation,1,0,10,0
1189305,Debt collection,Disclosure verification of debt,"ProCollect, Inc",Closed with explanation,1,0,10,0
1189310,Debt collection,False statements or representation,"Escallate, LLC",Closed,1,0,10,0
1189312,Debt collection,Improper contact or sharing of info,Penn Credit Corporation,Closed with explanation,1,0,10,0
1189313,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,1,10,0
1189314,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with non-monetary relief,1,0,10,0
1189315,Credit card,APR or interest rate,Barclays,Closed with explanation,1,1,10,0
1189317,Credit card,Late fee,Bank of America,Closed with non-monetary relief,1,1,10,24
1189318,Debt collection,Disclosure verification of debt,Transworld Systems Inc.,Closed with explanation,1,0,10,0
1189320,Debt collection,Cont'd attempts collect debt not owed,AllianceOne Recievables Management,Closed with explanation,1,0,10,0
1189324,Debt collection,Disclosure verification of debt,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,10,0
1189326,Debt collection,False statements or representation,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,0,10,0
1189328,Credit card,Billing disputes,Bank of America,Closed with explanation,1,0,10,0
1189329,Mortgage,Settlement process and costs,Nationstar Mortgage,Closed with explanation,1,0,10,0
1189330,Debt collection,Cont'd attempts collect debt not owed,"Southwest Credit Systems, L.P.",Closed,1,0,10,0
1189334,Debt collection,Disclosure verification of debt,"Carmen V. Porreca, P.C.",Closed with monetary relief,1,0,10,0
1189336,Mortgage,Credit decision / Underwriting,Wells Fargo,Closed with explanation,1,1,10,0
1189337,Consumer loan,Problems when you are unable to pay,Capital One,Closed with explanation,1,0,10,0
1189339,Debt collection,Cont'd attempts collect debt not owed,"Northland Group, Inc.",Closed with non-monetary relief,1,0,10,0
1189340,Debt collection,Disclosure verification of debt,Resurgent Capital Services L.P.,Closed with explanation,1,1,10,0
1189341,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,0,10,0
1189342,Credit card,Other fee,Capital One,Closed with monetary relief,1,0,10,0
1189343,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,10,0
1189344,Debt collection,Communication tactics,Encore Capital Group,Closed with explanation,1,1,10,0
1189345,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,10,0
1189346,Consumer loan,Shopping for a loan or lease,Wells Fargo,Closed with explanation,1,0,10,0
1189347,Debt collection,Communication tactics,GE Capital Retail,Closed with explanation,1,0,10,0
1189348,Debt collection,Communication tactics,"NCC Business Services, Inc.",Closed with explanation,0,0,10,4
1189349,Mortgage,"Application, originator, mortgage broker",Nationstar Mortgage,Closed with explanation,1,1,10,0
1189350,Mortgage,"Loan servicing, payments, escrow account",Bank of America,Closed with non-monetary relief,1,1,10,0
1189351,Debt collection,Cont'd attempts collect debt not owed,"North Shore Agency, LLC",Closed with explanation,1,0,10,4
1189354,Credit card,Closing/Cancelling account,Barclays,Closed with monetary relief,1,0,10,0
1189355,Debt collection,Cont'd attempts collect debt not owed,"Valarity, LLC",Closed with explanation,1,0,10,0
1189358,Student loan,Dealing with my lender or servicer,Navient,Closed with monetary relief,1,0,10,0
1189360,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,10,0
1189361,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,10,0
1189362,Credit card,Identity theft / Fraud / Embezzlement,Barclays,Closed with monetary relief,1,0,10,0
1189363,Bank account or service,"Account opening, closing, or management",Bank of America,Closed with explanation,1,1,10,4
1189365,Student loan,Can't repay my loan,JPMorgan Chase,Closed with explanation,1,0,10,0
1189366,Debt collection,Cont'd attempts collect debt not owed,"Diversified Consultants, Inc.",Closed with explanation,1,1,10,0
1189369,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,10,4
1189371,Bank account or service,"Account opening, closing, or management",GE Capital Retail,Closed with explanation,1,1,10,4
1189372,Consumer loan,Managing the loan or lease,Ally Financial Inc.,Closed with explanation,1,0,10,2
1189373,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,10,0
1189377,Debt collection,Disclosure verification of debt,"Portfolio Recovery Associates, Inc.",Closed with non-monetary relief,1,0,9,1
1189378,Debt collection,Improper contact or sharing of info,"Delta Management Associates, Inc.",Closed with explanation,1,1,10,0
1189379,Mortgage,"Application, originator, mortgage broker",Quicken Loans,Closed with explanation,1,0,10,0
1189380,Bank account or service,"Account opening, closing, or management",JPMorgan Chase,Closed with explanation,1,1,10,4
1189381,Mortgage,"Application, originator, mortgage broker",CoreLogic,Closed,1,1,10,4
1189382,Mortgage,Credit decision / Underwriting,GE Capital Retail,Closed with non-monetary relief,1,1,10,4
1189383,Bank account or service,"Account opening, closing, or management",JPMorgan Chase,Closed with explanation,1,0,10,0
1189384,Credit card,Advertising and marketing,Capital One,Closed with explanation,1,0,10,0
1189385,Credit reporting,Improper use of my credit report,TransUnion,Closed with explanation,1,1,10,4
1189386,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,10,4
1189387,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,10,0
1189388,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,10,4
1189389,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,10,4
1189390,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,10,4
1189391,Mortgage,"Application, originator, mortgage broker","Certified Credit Reporting, Inc.",Closed with explanation,1,0,10,4
1189392,Credit reporting,Credit reporting company's investigation,Experian,Closed with non-monetary relief,1,0,10,4
1189394,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,1,10,4
1189395,Credit reporting,Credit reporting company's investigation,Experian,Closed with non-monetary relief,1,0,10,4
1189397,Credit reporting,Credit reporting company's investigation,Experian,Closed with non-monetary relief,1,0,10,4
1189398,Credit reporting,Credit reporting company's investigation,Experian,Closed with non-monetary relief,1,1,10,4
1189401,Credit reporting,Credit reporting company's investigation,Experian,Closed with non-monetary relief,1,0,10,4
1189402,Debt collection,Cont'd attempts collect debt not owed,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,10,2
1189403,Credit reporting,Improper use of my credit report,Experian,Closed with non-monetary relief,1,0,10,6
1189404,Credit reporting,Improper use of my credit report,Experian,Closed with non-monetary relief,1,0,10,5
1189407,Credit reporting,Improper use of my credit report,"Financial Asset Management Systems, Inc.",Closed with explanation,1,1,10,4
1189408,Credit reporting,Improper use of my credit report,Experian,Closed with non-monetary relief,1,1,10,5
1189409,Credit reporting,Improper use of my credit report,Equifax,Closed with explanation,1,1,10,5
1189410,Credit reporting,Improper use of my credit report,Experian,Closed with non-monetary relief,1,1,10,5
1189411,Credit reporting,Improper use of my credit report,Experian,Closed with non-monetary relief,1,0,10,5
1189414,Mortgage,"Loan modification,collection,foreclosure",Citibank,Closed with explanation,1,0,9,5
1189415,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,10,0
1189416,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,10,0
1189417,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,1,10,4
1189418,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,10,0
1189420,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with non-monetary relief,1,0,9,3
1189421,Debt collection,Cont'd attempts collect debt not owed,"Williams & Fudge, Inc",Closed with explanation,1,0,9,5
1189427,Consumer loan,Taking out the loan or lease,Associated Bank,Closed with explanation,1,1,9,5
1189430,Mortgage,"Loan modification,collection,foreclosure",Statebridge Company,Closed with explanation,0,0,10,0
1189431,Bank account or service,Deposits and withdrawals,Bank of America,Closed with explanation,1,0,10,0
1189433,Consumer loan,Taking out the loan or lease,Wells Fargo,Closed with explanation,1,0,10,0
1189434,Debt collection,Disclosure verification of debt,Frost-Arnett Company,Closed with explanation,1,0,10,4
1189435,Debt collection,Disclosure verification of debt,"Afni, Inc.",Closed with explanation,1,0,9,5
1189437,Credit card,Billing disputes,Amex,Closed with non-monetary relief,1,1,9,1
1189439,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,10,0
1189440,Credit card,Customer service / Customer relations,Bank of America,Closed with explanation,1,0,10,0
1189441,Debt collection,Cont'd attempts collect debt not owed,"Diversified Consultants, Inc.",Closed with explanation,1,0,9,3
1189442,Credit card,Unsolicited issuance of credit card,Capital One,Closed with explanation,1,0,10,0
1189453,Mortgage,"Loan servicing, payments, escrow account","Lipsky & Associates, Inc",Closed with explanation,1,0,10,46
1189455,Consumer loan,Managing the loan or lease,U.S. Bancorp,Closed with monetary relief,1,0,9,1
1189457,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,10,0
1189461,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,1,10,0
1189467,Consumer loan,Problems when you are unable to pay,"Enova International, Inc.",Closed with explanation,1,0,10,0
1189468,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,10,0
1189470,Debt collection,Communication tactics,"Portfolio Recovery Associates, Inc.",Closed with explanation,1,0,10,0
1189472,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,1,10,0
1189474,Consumer loan,Shopping for a loan or lease,Credit Plus Inc,Closed with explanation,1,1,10,4
1189476,Consumer loan,Problems when you are unable to pay,GM Financial,Closed with explanation,1,1,10,0
1189477,Credit card,Delinquent account,Capital One,Closed with explanation,1,1,10,0
1189478,Bank account or service,Deposits and withdrawals,Bank of America,Closed with explanation,1,0,10,0
1189479,Consumer loan,Problems when you are unable to pay,Credit Acceptance Corporation,Closed with explanation,1,1,10,0
1189481,Bank account or service,"Making/receiving payments, sending money",HSBC,Closed with explanation,1,0,10,4
1189482,Mortgage,"Loan modification,collection,foreclosure","Green Tree Servicing, LLC",Closed with explanation,1,0,10,1
1189484,Debt collection,Cont'd attempts collect debt not owed,"Capital Management Services, LP",Closed with explanation,1,1,11,0
1189485,Credit reporting,Incorrect information on credit report,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,1,1,11,1
1189486,Bank account or service,"Account opening, closing, or management",U.S. Bancorp,Closed with explanation,1,1,11,1
1189491,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,1,11,0
1189493,Debt collection,Cont'd attempts collect debt not owed,Resurgent Capital Services L.P.,Closed with explanation,1,1,10,1
1189494,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,11,0
1189495,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,11,0
1189496,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,11,0
1189498,Debt collection,Cont'd attempts collect debt not owed,"Harvard Collections, LLC",Closed with explanation,1,0,11,1
1189499,Credit reporting,Improper use of my credit report,Equifax,Closed with explanation,1,0,11,0
1189502,Credit reporting,Improper use of my credit report,Experian,Closed with explanation,1,0,11,4
1189504,Debt collection,False statements or representation,Encore Capital Group,Closed with non-monetary relief,1,0,10,2
1189505,Credit reporting,Incorrect information on credit report,TransUnion,Closed with non-monetary relief,1,0,10,1
1189506,Credit reporting,Incorrect information on credit report,Equifax,Closed with non-monetary relief,1,0,10,1
1189507,Prepaid card,Fraud or scam,"NetSpend Corporation,  a TSYS Company",Closed with explanation,1,0,10,4
1189510,Debt collection,Cont'd attempts collect debt not owed,Allied Interstate LLC,Closed with non-monetary relief,1,0,10,11
1189511,Credit card,Delinquent account,Discover,Closed with explanation,1,1,10,1
1189513,Debt collection,Disclosure verification of debt,"Enhanced Recovery Company, LLC",Closed with non-monetary relief,1,1,10,1
1189515,Debt collection,Improper contact or sharing of info,West Corporation,Closed with explanation,1,0,10,1
1189517,Debt collection,Cont'd attempts collect debt not owed,"Federal Bond and Collection Service, Inc.",Closed with explanation,1,1,10,1
1189519,Money transfers,Money was not available when promised,Western Union,Closed with explanation,1,0,10,1
1189520,Bank account or service,Using a debit or ATM card,JPMorgan Chase,Closed with explanation,1,0,10,1
1189524,Debt collection,Cont'd attempts collect debt not owed,"Williams & Fudge, Inc",Closed with explanation,1,0,10,4
1189528,Debt collection,Cont'd attempts collect debt not owed,RJM Acquisitions LLC,Closed with explanation,1,0,10,1
1189529,Debt collection,Cont'd attempts collect debt not owed,"Trident Asset Management, L.L.C.",Closed with non-monetary relief,0,0,10,1
1189530,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,10,6
1189531,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed with explanation,1,0,10,1
1189532,Credit card,Billing disputes,Citibank,Closed with explanation,1,0,10,1
1189534,Credit card,Late fee,Wells Fargo,Closed with monetary relief,1,0,10,1
1189535,Debt collection,Disclosure verification of debt,"Retrieval-Masters Creditors Bureau, Inc.",Closed,1,0,10,3
1189537,Debt collection,Disclosure verification of debt,"EOS Holdings, Inc.",Closed with explanation,1,0,10,3
1189539,Debt collection,Cont'd attempts collect debt not owed,First Federal Credit Control,Closed with explanation,1,1,10,1
1189541,Credit reporting,Unable to get credit report/credit score,Experian,Closed with non-monetary relief,1,0,10,1
1189542,Debt collection,Cont'd attempts collect debt not owed,"Nexcheck, LLC",Closed with non-monetary relief,1,0,10,1
1189543,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,10,1
1189544,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,10,1
1189545,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with explanation,1,0,10,1
1189546,Credit card,Customer service / Customer relations,Bank of America,Closed with explanation,1,0,10,1
1189549,Credit card,Customer service / Customer relations,Barclays,Closed with monetary relief,1,0,10,1
1189550,Credit card,Application processing delay,Wells Fargo,Closed with explanation,1,0,11,0
1189555,Debt collection,Disclosure verification of debt,Penn Credit Corporation,Closed with explanation,1,0,11,0
1189556,Student loan,Dealing with my lender or servicer,Navient,Closed with explanation,1,0,11,0
1189558,Mortgage,"Application, originator, mortgage broker",Bank of America,Closed with non-monetary relief,1,0,11,0
1189560,Mortgage,Settlement process and costs,Ocwen,Closed with explanation,1,0,11,0
1189562,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,Closed with explanation,1,0,11,3
1189563,Bank account or service,"Making/receiving payments, sending money",Wells Fargo,Closed with explanation,1,0,11,0
1189565,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,11,0
1189568,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with non-monetary relief,1,0,11,0
1189570,Credit card,Other,Amex,Closed with non-monetary relief,1,0,11,0
1189571,Debt collection,Cont'd attempts collect debt not owed,"FAIR COLLECTIONS & OUTSOURCING, INC.",Closed with explanation,1,1,11,3
1189573,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,0,11,0
1189575,Mortgage,"Loan modification,collection,foreclosure",Flagstar Bank,Closed with explanation,1,0,11,0
1189576,Mortgage,"Loan modification,collection,foreclosure","Green Tree Servicing, LLC",Closed with explanation,1,0,11,0
1189577,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,1,11,0
1189578,Credit reporting,Credit reporting company's investigation,Experian,Closed with explanation,1,0,11,0
1189579,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,11,0
1189580,Credit card,Delinquent account,Wells Fargo,Closed with monetary relief,1,0,11,3
1189582,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with non-monetary relief,1,0,11,0
1189583,Credit reporting,Improper use of my credit report,Experian,Closed with explanation,1,0,11,0
1189584,Debt collection,Communication tactics,Discover,Closed with non-monetary relief,1,0,11,0
1189585,Debt collection,False statements or representation,Gryphon Corp,Closed with explanation,1,0,11,0
1189586,Debt collection,False statements or representation,Resurgent Capital Services L.P.,Closed with explanation,1,1,11,0
1189587,Consumer loan,Problems when you are unable to pay,"Protas, Spivok & Collins, LLC",Closed with explanation,1,1,11,4
1189590,Consumer loan,Managing the loan or lease,Susquehanna Bank,Closed with explanation,1,0,11,11
1189591,Debt collection,Cont'd attempts collect debt not owed,"I.C. System, Inc.",Closed with explanation,1,0,11,0
1189596,Credit card,Other,Bank of America,Closed with explanation,1,0,11,0
1189598,Credit card,Other,Discover,Closed with explanation,1,0,11,0
1189599,Credit card,Balance transfer,Barclays,Closed with explanation,1,1,11,4
1189600,Debt collection,Communication tactics,Encore Capital Group,Closed with non-monetary relief,1,0,11,0
1189601,Debt collection,Communication tactics,Capital One,Closed with explanation,1,0,11,0
1189602,Consumer loan,Managing the loan or lease,Fifth Third Bank,Closed with monetary relief,1,0,11,0
1189603,Debt collection,Cont'd attempts collect debt not owed,"Asset Maximization Group, Inc.",Closed with explanation,1,0,11,4
1189608,Debt collection,Cont'd attempts collect debt not owed,"Arnold Scott Harris, P.C.",Closed with explanation,1,0,11,0
1189612,Credit card,Other,Amex,Closed with explanation,1,0,11,0
1189613,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,11,0
1189614,Credit card,Billing disputes,Citibank,Closed with monetary relief,1,0,11,0
1189615,Debt collection,Communication tactics,GE Capital Retail,Closed with non-monetary relief,1,0,11,0
1189616,Bank account or service,Using a debit or ATM card,Bank of America,Closed with explanation,1,0,11,0
1189617,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,11,0
1189619,Debt collection,Taking/threatening an illegal action,"BAM Financial, LLC",Closed with explanation,1,1,11,2
1189622,Consumer loan,Problems when you are unable to pay,Ally Financial Inc.,Closed with monetary relief,1,0,11,0
1189625,Debt collection,Cont'd attempts collect debt not owed,"Diversified Adjustment Service, Inc.",Untimely response,0,0,11,0
1189627,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,1,11,0
1189628,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with non-monetary relief,1,1,11,0
1189629,Credit reporting,Credit reporting company's investigation,Experian,Closed,1,1,11,0
1189630,Debt collection,Disclosure verification of debt,"Hunter Warfield, Inc.",Closed with explanation,0,1,11,0
1189631,Credit card,Customer service / Customer relations,JPMorgan Chase,Closed with explanation,1,0,11,0
1189632,Credit card,Rewards,Citibank,Closed with non-monetary relief,1,0,11,0
1189633,Debt collection,Cont'd attempts collect debt not owed,"Optimum Outcomes, Inc.",Closed with explanation,1,0,11,0
1189634,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,11,0
1189635,Student loan,Dealing with my lender or servicer,Navient,Closed with explanation,1,0,11,0
1189636,Debt collection,Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",Closed with explanation,1,0,11,0
1189637,Credit card,Credit card protection / Debt protection,Capital One,Closed with monetary relief,1,1,11,0
1189638,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,11,0
1189639,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,1,11,0
1189640,Mortgage,Settlement process and costs,Goldman Sachs Bank USA,Closed with explanation,1,0,11,10
1189642,Mortgage,Settlement process and costs,Wells Fargo,Closed with explanation,1,0,11,0
1189643,Debt collection,Cont'd attempts collect debt not owed,"Convergent Resources, Inc.",Closed with explanation,1,1,11,0
1189646,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,1,11,0
1189647,Debt collection,Improper contact or sharing of info,Capital One,Closed with explanation,1,0,11,0
1189649,Student loan,Can't repay my loan,KeyBank NA,Closed with explanation,1,0,11,0
