Complaint ID,Product,Issue,Company,Company response,Timely response?,Consumer disputed?,Day received,Response time
1178704,Consumer loan,Managing the loan or lease,Capital One,Closed with explanation,1,0,2,3
1178706,Mortgage,"Loan servicing, payments, escrow account","Green Tree Servicing, LLC",Closed,1,0,2,0
1178710,Mortgage,"Loan servicing, payments, escrow account",M&T Bank,Closed with explanation,1,0,2,6
1178724,Debt collection,Cont'd attempts collect debt not owed,"Accounts Management, Inc",Closed with explanation,1,0,2,11
1178728,Mortgage,"Loan modification,collection,foreclosure",Whitney Bank,Closed with explanation,1,1,2,6
1178731,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,2,6
1178732,Mortgage,"Loan modification,collection,foreclosure",Santander Bank US,Closed,1,1,2,0
1178734,Mortgage,"Loan servicing, payments, escrow account",Nationstar Mortgage,Closed with explanation,1,0,2,0
1178735,Mortgage,"Loan modification,collection,foreclosure",JPMorgan Chase,Closed with explanation,1,0,2,6
1178742,Debt collection,Communication tactics,Navient,Closed with non-monetary relief,1,1,2,0
1178743,Credit reporting,Unable to get credit report/credit score,TransUnion,Closed with explanation,1,0,2,6
1178744,Student loan,Dealing with my lender or servicer,KeyBank NA,Closed with explanation,1,0,2,6
1178749,Credit card,Late fee,TD Bank,Closed with explanation,1,0,2,6
1178758,Bank account or service,Deposits and withdrawals,Ally Financial Inc.,Closed with monetary relief,1,0,2,5
1178760,Credit card,Rewards,First Tennessee Bank,Closed with explanation,1,0,2,6
1178766,Credit card,Closing/Cancelling account,Discover,Closed with non-monetary relief,1,0,2,5
1178768,Credit card,Transaction issue,U.S. Bancorp,Closed with explanation,1,0,2,6
1178771,Mortgage,"Loan modification,collection,foreclosure","Bayview Loan Servicing, LLC",Closed with explanation,1,1,2,6
1178778,Credit card,Delinquent account,Wells Fargo,Closed with explanation,1,0,2,0
1178779,Consumer loan,Managing the line of credit,Bank of America,Closed with explanation,1,0,2,6
1178782,Bank account or service,"Account opening, closing, or management",JPMorgan Chase,Closed with explanation,1,0,2,3
1178783,Debt collection,False statements or representation,"N.A.R., Inc.",Closed with explanation,0,0,2,6
1178784,Credit card,Customer service / Customer relations,Capital One,Closed with explanation,1,0,2,0
1178788,Debt collection,Communication tactics,"Risecredit, LLC",Closed with explanation,1,0,2,0
1178789,Mortgage,"Loan servicing, payments, escrow account",JPMorgan Chase,Closed with explanation,1,0,2,6
1178790,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,2,6
1178794,Debt collection,Cont'd attempts collect debt not owed,Bank of America,Closed with non-monetary relief,1,0,2,0
1178797,Consumer loan,Managing the loan or lease,GM Financial,Closed with explanation,1,0,2,0
1178803,Mortgage,"Loan servicing, payments, escrow account",Bank of America,Closed with explanation,1,1,2,6
1178807,Bank account or service,Deposits and withdrawals,Citibank,Closed with explanation,1,1,2,0
1178812,Debt collection,Cont'd attempts collect debt not owed,"CMRE Financial Services, Inc.",Closed with explanation,1,0,2,0
1178814,Debt collection,Cont'd attempts collect debt not owed,"First National Collection Bureau, Inc.",Closed with explanation,1,0,2,0
1178815,Debt collection,Cont'd attempts collect debt not owed,GE Capital Retail,Closed with non-monetary relief,1,0,2,6
1178817,Mortgage,"Loan modification,collection,foreclosure","Caliber Home Loans, Inc",Closed with explanation,1,0,2,6
1178818,Mortgage,"Loan servicing, payments, escrow account",Freedom Mortgage,Closed with explanation,1,0,2,6
1178822,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,2,0
1178825,Student loan,Dealing with my lender or servicer,Navient,Closed with explanation,1,0,2,0
1178826,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,2,6
1178831,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,2,6
1178832,Bank account or service,"Making/receiving payments, sending money",First National Bank of Omaha,Closed with explanation,1,0,2,6
1178834,Debt collection,Cont'd attempts collect debt not owed,"Mitchell Rubenstein & Associates, P.C.",Closed with explanation,0,0,2,0
1178835,Debt collection,Cont'd attempts collect debt not owed,Citibank,Closed with monetary relief,1,0,2,5
1178836,Bank account or service,Deposits and withdrawals,Regions,Closed with monetary relief,1,0,2,3
1178837,Debt collection,Communication tactics,"The CMI Group, Inc.",Closed with non-monetary relief,1,0,2,5
1178838,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,2,6
1178842,Credit card,Identity theft / Fraud / Embezzlement,Wells Fargo,Closed with explanation,1,0,2,5
1178845,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,2,5
1178848,Debt collection,Disclosure verification of debt,"ONLINE Information Services, Inc.",Closed with explanation,1,0,2,6
1178849,Mortgage,"Loan modification,collection,foreclosure",Bank of America,Closed with explanation,1,1,2,0
1178852,Mortgage,"Loan modification,collection,foreclosure",Santander Bank US,Closed,1,0,2,6
1178863,Debt collection,Cont'd attempts collect debt not owed,"CCS Financial Services, Inc.",Closed with explanation,1,0,2,0
1178865,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,2,0
1178871,Student loan,Dealing with my lender or servicer,Navient,Closed with monetary relief,1,0,2,6
1178875,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with non-monetary relief,1,0,2,0
1178876,Credit reporting,Unable to get credit report/credit score,Experian,Closed with non-monetary relief,1,0,2,0
1178879,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with explanation,1,0,2,0
1178881,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,2,5
1178887,Mortgage,"Loan modification,collection,foreclosure",Flagstar Bank,Closed with explanation,1,0,2,6
1178895,Bank account or service,"Account opening, closing, or management",Wells Fargo,Closed with explanation,1,0,2,4
1178896,Debt collection,Disclosure verification of debt,Experian,Closed with explanation,1,0,2,5
1178910,Debt collection,Cont'd attempts collect debt not owed,Unified Global Group,Closed with explanation,1,0,2,0
1178914,Credit card,Advertising and marketing,Citibank,Closed with explanation,1,1,2,0
1178921,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,1,2,0
1178933,Credit reporting,Unable to get credit report/credit score,Equifax,Closed with non-monetary relief,1,0,2,6
1178934,Debt collection,Disclosure verification of debt,"RGS Financial, Inc.",Closed with explanation,1,0,2,4
1178935,Debt collection,Disclosure verification of debt,Santander Consumer USA,Closed with explanation,1,0,2,4
1178936,Student loan,Can't repay my loan,Navient,Closed with explanation,1,0,2,0
1178941,Credit card,Unsolicited issuance of credit card,Barclays,Closed with monetary relief,1,0,2,6
1178942,Mortgage,"Application, originator, mortgage broker","Caliber Home Loans, Inc",Closed with explanation,1,0,2,6
1178947,Student loan,Dealing with my lender or servicer,AES/PHEAA,Closed with explanation,1,0,2,0
1178949,Credit card,Identity theft / Fraud / Embezzlement,Discover,Closed with explanation,1,0,2,4
1178955,Mortgage,Settlement process and costs,Citibank,Closed with explanation,1,0,2,6
1178956,Mortgage,"Loan servicing, payments, escrow account",BB&T Financial,Closed with explanation,1,0,2,0
1178960,Mortgage,"Loan servicing, payments, escrow account",M&T Bank,Closed with explanation,1,0,2,5
1178961,Debt collection,Disclosure verification of debt,GE Capital Retail,Closed with explanation,1,0,2,6
1178962,Mortgage,"Loan servicing, payments, escrow account",Third Federal Savings & Loan,Closed with explanation,1,0,2,0
1178971,Debt collection,Cont'd attempts collect debt not owed,Premier Recovery Group,Untimely response,0,0,2,6
1178972,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,2,6
1178973,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,2,6
1178974,Credit reporting,Incorrect information on credit report,Experian,Closed with non-monetary relief,1,0,2,6
1178978,Student loan,Can't repay my loan,Discover,Closed with explanation,1,1,2,0
1178979,Mortgage,"Loan servicing, payments, escrow account",Seterus,Closed with explanation,1,0,2,0
1178981,Debt collection,Communication tactics,Agency of Credit Control,Closed with explanation,1,0,2,7
1178992,Mortgage,"Loan servicing, payments, escrow account",Wells Fargo,Closed with explanation,1,0,2,0
1178994,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,2,0
1178996,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,2,6
1178998,Bank account or service,Deposits and withdrawals,KeyBank NA,Closed with monetary relief,1,0,2,3
1179000,Mortgage,"Loan servicing, payments, escrow account","Caliber Home Loans, Inc",Closed with explanation,1,0,2,0
1179002,Debt collection,Taking/threatening an illegal action,"Rozlin Financial Group, Inc.",Closed with explanation,1,0,2,0
1179006,Credit reporting,Credit monitoring or identity protection,Equifax,Closed with non-monetary relief,1,0,2,0
1179010,Student loan,Can't repay my loan,"ECMC Group, Inc.",Closed with explanation,1,0,2,6
1179012,Bank account or service,"Account opening, closing, or management",U.S. Bancorp,Closed with explanation,1,0,2,3
1179025,Student loan,Dealing with my lender or servicer,Sallie Mae,Closed with explanation,1,0,2,0
1179026,Student loan,Can't repay my loan,Navient,Closed with monetary relief,1,1,2,0
1179042,Bank account or service,Deposits and withdrawals,Regions,Closed with explanation,1,0,2,4
1179043,Debt collection,Cont'd attempts collect debt not owed,The Phoenix Recovery Group,Closed with explanation,1,0,2,5
1179047,Bank account or service,Problems caused by my funds being low,JPMorgan Chase,Closed with explanation,1,0,2,3
1179051,Student loan,Dealing with my lender or servicer,Navient,Closed with explanation,1,0,2,6
1179058,Consumer loan,Problems when you are unable to pay,Fifth Third Bank,Closed with explanation,1,1,2,0
1179059,Mortgage,"Loan servicing, payments, escrow account","Select Portfolio Servicing, Inc",Closed with explanation,1,0,2,6
1179062,Credit reporting,Credit monitoring or identity protection,Equifax,Closed with non-monetary relief,1,0,2,0
1179063,Bank account or service,Deposits and withdrawals,Bank of America,Closed with explanation,1,0,2,3
1179064,Consumer loan,Problems when you are unable to pay,Ford Motor Credit Company,Closed with explanation,1,0,2,4
1179066,Mortgage,"Loan modification,collection,foreclosure",Nationstar Mortgage,Closed with explanation,1,0,2,6
1179068,Credit card,Other,Discover,Closed with explanation,1,0,2,5
1179070,Credit card,Customer service / Customer relations,GE Capital Retail,Closed with monetary relief,1,0,2,6
1179072,Mortgage,"Loan modification,collection,foreclosure",Wells Fargo,Closed with explanation,1,0,2,6
1179073,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,2,0
1179074,Credit card,Identity theft / Fraud / Embezzlement,Citibank,Closed with explanation,1,0,2,6
1179076,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with non-monetary relief,1,0,2,0
1179077,Debt collection,False statements or representation,"Afni, Inc.",Closed with explanation,1,1,2,6
1179078,Bank account or service,Problems caused by my funds being low,Wells Fargo,Closed with explanation,1,0,2,4
1179085,Credit card,Closing/Cancelling account,BMO Harris,Closed with explanation,1,0,1,1
1179086,Student loan,Can't repay my loan,Navient,Closed with explanation,1,0,2,0
1179087,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,1,2,0
1179088,Mortgage,"Loan servicing, payments, escrow account",Ocwen,Closed with explanation,1,0,2,6
1179092,Credit reporting,Credit reporting company's investigation,Equifax,Closed with explanation,1,1,1,6
1179093,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with explanation,1,0,1,6
1179097,Debt collection,Cont'd attempts collect debt not owed,"HCFS Health Care Financial Services, Inc.",Closed with explanation,1,0,2,0
1179098,Debt collection,Cont'd attempts collect debt not owed,Encore Capital Group,Closed with non-monetary relief,1,0,2,0
1179099,Credit card,Other,USAA Savings,Closed with explanation,1,1,2,6
1179104,Credit reporting,Credit reporting company's investigation,TransUnion,Closed with non-monetary relief,1,1,2,0
1179105,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,2,21
1179109,Bank account or service,Using a debit or ATM card,Bank of America,Closed with explanation,1,0,2,3
1179119,Debt collection,Cont'd attempts collect debt not owed,AllianceOne Recievables Management,Closed with explanation,1,0,2,0
1179121,Credit reporting,Incorrect information on credit report,Experian,Closed with explanation,1,0,2,27
1179122,Credit reporting,Incorrect information on credit report,TransUnion,Closed with explanation,1,0,2,27
1179123,Credit reporting,Incorrect information on credit report,Equifax,Closed with explanation,1,0,2,27
